Track ID,Track Name,Artist,Album,Duration (ms),Popularity,Year,Explicit Content,Danceability,Energy,Loudness,Speechiness,Genre
3B7udSGy2PfgoCniMSb523,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),300840,57,2013,0,0.581,0.0549,-20.514,0.0397,"pop, singer-songwriter pop, uk pop"
1zHlj4dQ8ZAtrayhuDDmkY,Timber (feat. Ke$ha),Pitbull,Timber (feat. Ke$ha),204053,59,2013,0,0.587,0.965,-4.106,0.101,"dance pop, miami hip hop, pop"
2wqaekenSQZm7hxQOYt8oE,Am I Wrong,Nico & Vinz,Am I Wrong,247520,61,2014,0,0.725,0.68,-5.465,0.0306,afrobeats
07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),Calvin Harris,Motion,212960,81,2014,0,0.414,0.857,-4.078,0.0808,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance"
37sINbJZcFdHFAsVNsPq1i,Superheroes,The Script,No Sound Without Silence,245466,77,2014,0,0.49,0.885,-4.121,0.0396,"celtic rock, pop"
4RXpgGM7A4Hg7cFBoH5KyF,Hey Brother,Avicii,True,255093,1,2013,0,0.545,0.78,-4.867,0.0436,"dance pop, edm, pop, pop dance"
6jEhWcVKEgbczzrU4p2X5u,#SELFIE - Original Mix,The Chainsmokers,#SELFIE,183750,0,2014,0,0.789,0.915,-3.263,0.248,pop
7MXVkk9YMctZqd1Srtv4MB,Starboy,The Weeknd,Starboy,230453,95,2016,1,0.679,0.587,-7.015,0.276,"canadian contemporary r&b, canadian pop, pop"
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,American Authors,"Oh, What A Life",194240,83,2014,0,0.673,0.902,-2.392,0.0346,"modern rock, pop rock"
3le4Vpe3KCkgZxFyPHEXOl,Cloud Rider - Radio Edit,Paul Kalkbrenner,Cloud Rider (Radio Edit),236360,38,2015,0,0.744,0.414,-12.584,0.0298,"electronica, german techno, leipzig electronic, minimal techno"
4bT2zLVv2T4GiK9q9KtI0v,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,Clarity (Deluxe),217346,66,2014,0,0.596,0.738,-3.109,0.0411,"complextro, edm, german techno, pop, pop dance"
1Nivqu7wynKsgguBmgC6Vw,Bad (feat. Vassy) - Radio Edit,David Guetta,Lovers on the Sun EP,170625,48,2014,0,0.614,0.972,-3.927,0.088,"big room, dance pop, edm, pop, pop dance"
5eWgDlp3k6Tb5RD8690s6I,Sugar,Maroon 5,V (Deluxe),235493,0,2014,1,0.744,0.783,-7.077,0.0337,pop
1fUZDNWUfqmpWSsR0kkVAT,Cool Kids,Echosmith,Cool Kids,215878,27,2014,0,0.692,0.793,-3.896,0.032,"electropop, indie poptimism, viral pop"
1T7Htpf1kEvU9Adf8J0ekk,Break Free,Ariana Grande,My Everything (Deluxe),214840,0,2014,0,0.687,0.702,-5.324,0.0455,pop
0PjkFSNBbpfYRYpAG4uuGb,Boom Clap,Charli XCX,Boom Clap,169866,54,2014,0,0.659,0.911,-2.28,0.0786,"art pop, candy pop, metropopolis, pop, uk pop"
4bFmYoDdKT3HqSroMmRbGV,Photograph - Felix Jaehn Remix,Ed Sheeran,Photograph (Felix Jaehn Remix),202586,50,2015,0,0.726,0.697,-6.257,0.0404,"pop, singer-songwriter pop, uk pop"
53fBKnacu0vJzJadzCarc0,Stolen Dance - Single Version,Milky Chance,Stolen Dance,313684,0,2013,0,0.886,0.528,-9.607,0.0405,"german pop, modern rock"
6FeGkJquvWWoAOa3rMM6EB,Riptide - FlicFlac Edit,Vance Joy,Riptide (FlicFlac Edit),339310,49,2014,0,0.708,0.667,-7.934,0.0418,"folk-pop, modern rock"
477daPpd3DnneaHhvjM35l,Are You With Me - Radio Edit,Lost Frequencies,Are You With Me,138842,0,2014,0,0.776,0.574,-9.882,0.0317,"belgian edm, edm, pop dance, tropical house"
7qzOLWwRTEhyN4c8Lnbj1J,Please Tell Rosie,Alle Farben,Please Tell Rosie,173480,42,2016,0,0.719,0.674,-7.636,0.0462,"deep euro house, german dance"
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Special,269666,86,2015,1,0.856,0.609,-7.223,0.0824,pop soul
